block,plot,bg,location,plants,seeds,im tillers,diseased,notes
11,8,A_high,sub2,1,10,1,,
12,1,control,sub1,0,,,,
12,1,control,sub2,0,,,,
12,1,control,full,2,2,,,
12,1,control,full,,2,1,,
12,2,A_high,sub1,1,2,,,
12,2,A_high,sub2,1,17,1,,
12,2,A_high,full,38,16,1,,
12,2,A_high,full,,9,,,
12,2,A_high,full,,10,,,
12,2,A_high,full,,6,,,
12,2,A_high,full,,5,,,
12,3,S_Phigh,sub1,4,4,,,
12,3,S_Phigh,sub1,,24,,,
12,3,S_Phigh,sub1,,0,1,,
12,3,S_Phigh,sub1,,4,,,
12,3,S_Phigh,sub2,0,,,,
12,3,S_Phigh,full,13,,10,,
12,4,S_Plow,sub1,0,,,,
12,4,S_Plow,sub2,0,,,,
12,4,S_Plow,full,7,11,,,
12,4,S_Plow,full,,25,,,
12,4,S_Plow,full,,18,,,
12,4,S_Plow,full,,14,,,
12,4,S_Plow,full,,87,,,
12,6,A_low,sub1,18,8,,,
12,6,A_low,sub1,,3,1,,
12,6,A_low,sub1,,2,,,
12,6,A_low,sub1,,9,,,
12,6,A_low,sub1,,5,,,
12,6,A_low,sub1,,3,,,
12,6,A_low,sub1,,5,,,
12,6,A_low,sub1,,7,,,
12,6,A_low,sub1,,5,,,
12,6,A_low,sub1,,5,,,
12,6,A_low,sub1,,6,,,
12,6,A_low,sub1,,2,,,
12,6,A_low,sub1,,4,,,
12,6,A_low,sub1,,3,,,
12,6,A_low,sub1,,3,1,,
12,6,A_low,sub2,5,9,1,,
12,6,A_low,sub2,,10,,,
12,6,A_low,sub2,,33,1,,
12,6,A_low,sub2,,11,,,
12,6,A_low,sub2,,4,,,
12,7,control,sub1,4,16,,,
12,7,control,sub1,,0,1,,
12,7,control,sub1,,5,,1,
12,7,control,sub2,5,15,,,
12,7,control,sub2,,0,1,,
12,7,control,sub2,,4,,,
12,7,control,sub2,,7,,,
12,7,control,sub2,,4,,,
12,9,S_Phigh,sub1,1,4,,,
12,9,S_Phigh,sub2,4,16,,,
12,9,S_Phigh,sub2,,16,,,
12,9,S_Phigh,sub2,,20,,,
12,9,S_Phigh,sub2,,2,,,
12,10,S_Phigh,sub1,0,,,,gopher damage sub1
12,10,S_Phigh,sub2,0,,,,
12,10,S_Phigh,full,3,6,,,
12,10,S_Phigh,full,,32,,,
13,2,control,sub1,10,2,,,
13,2,control,sub1,,5,1,,
13,2,control,sub1,,5,,,
13,2,control,sub1,,5,,,
13,2,control,sub1,,3,,,
13,2,control,sub1,,5,,,
13,2,control,sub1,,4,,,
13,2,control,sub1,,2,,,
13,2,control,sub1,,2,,,
13,2,control,sub1,,0,1,,
13,2,control,sub2,6,11,1,,
13,2,control,sub2,,25,,,
13,2,control,sub2,,5,,,
13,2,control,sub2,,6,,,
13,2,control,sub2,,8,,,
13,2,control,sub2,,0,1,,
13,3,S_Plow,sub1,10,6,,,
13,3,S_Plow,sub1,,4,,,
13,3,S_Plow,sub1,,3,,,
13,3,S_Plow,sub1,,3,,,
13,3,S_Plow,sub1,,2,,,
13,3,S_Plow,sub1,,1,,,
13,3,S_Plow,sub1,,5,,,
13,3,S_Plow,sub1,,7,,,
13,3,S_Plow,sub1,,6,,,
13,3,S_Plow,sub1,,7,,,
13,3,S_Plow,sub2,5,4,,,
13,3,S_Plow,sub2,,13,,,
13,3,S_Plow,sub2,,7,,,
13,3,S_Plow,sub2,,4,,,
13,3,S_Plow,sub2,,2,,,
13,4,control,sub1,11,12,,,
13,4,control,sub1,,8,,,
13,4,control,sub1,,7,,,
13,4,control,sub1,,7,,,
13,4,control,sub1,,4,,,
13,4,control,sub1,,9,,,
13,4,control,sub1,,10,,,
13,4,control,sub1,,5,,,
13,4,control,sub1,,10,,,
13,4,control,sub1,,6,,,
13,4,control,sub1,,1,,,
13,4,control,sub2,11,7,,,
13,4,control,sub2,,8,,,
13,4,control,sub2,,9,,,
13,4,control,sub2,,1,,,
13,4,control,sub2,,18,,,
13,4,control,sub2,,4,,,
13,4,control,sub2,,11,,,
13,4,control,sub2,,22,1,1,
13,4,control,sub2,,3,,,
13,4,control,sub2,,5,,,
13,4,control,sub2,,37,1,,
13,5,A_low,sub1,23,6,,,
13,5,A_low,sub1,,3,,,
13,5,A_low,sub1,,2,,,
13,5,A_low,sub1,,1,,,
13,5,A_low,sub1,,8,,,
13,5,A_low,sub1,,13,,,
13,5,A_low,sub1,,9,,,
13,5,A_low,sub1,,4,,,
13,5,A_low,sub1,,2,,,
13,5,A_low,sub1,,2,,,
13,5,A_low,sub1,,1,,,
13,5,A_low,sub1,,6,,,
13,5,A_low,sub1,,2,,,
13,5,A_low,sub1,,10,,,
13,5,A_low,sub1,,7,,,
13,5,A_low,sub1,,7,,,
13,5,A_low,sub1,,6,,,
13,5,A_low,sub2,6,15,,,
13,5,A_low,sub2,,15,,,
13,5,A_low,sub2,,12,,,
13,5,A_low,sub2,,14,,,
13,5,A_low,sub2,,3,,,
13,5,A_low,sub2,,7,,,
13,6,S_Phigh,sub1,11,,,1,
13,6,S_Phigh,sub1,,36,,,
13,6,S_Phigh,sub1,,8,,,
13,6,S_Phigh,sub1,,15,,,
13,6,S_Phigh,sub1,,4,,,
13,6,S_Phigh,sub1,,49,,,
13,6,S_Phigh,sub1,,5,,,
13,6,S_Phigh,sub1,,2,,,
13,6,S_Phigh,sub1,,3,,,
13,6,S_Phigh,sub1,,38,,,
13,6,S_Phigh,sub1,,12,,,
13,6,S_Phigh,sub2,9,4,,,
13,6,S_Phigh,sub2,,6,,,
13,6,S_Phigh,sub2,,8,,,
13,6,S_Phigh,sub2,,10,,,
13,6,S_Phigh,sub2,,4,,,
13,6,S_Phigh,sub2,,3,,,
13,6,S_Phigh,sub2,,9,,,
13,6,S_Phigh,sub2,,5,,,
13,6,S_Phigh,sub2,,7,,,
13,7,A_high,sub1,54,,,1,
13,7,A_high,sub1,,8,,,
13,7,A_high,sub1,,4,,,
13,7,A_high,sub1,,19,,,
13,7,A_high,sub1,,6,,,
13,7,A_high,sub1,,3,,,
13,7,A_high,sub1,,7,,,
13,7,A_high,sub1,,4,,,
13,7,A_high,sub1,,2,,,
13,7,A_high,sub1,,9,,,
13,7,A_high,sub1,,1,,,
13,7,A_high,sub1,,2,,,
13,7,A_high,sub1,,3,,,
13,7,A_high,sub1,,3,,,
13,7,A_high,sub1,,2,,,
13,7,A_high,sub2,49,11,,,
13,7,A_high,sub2,,4,,,
13,7,A_high,sub2,,6,,,
13,7,A_high,sub2,,5,,,
13,7,A_high,sub2,,11,,,
13,7,A_high,sub2,,9,,,
13,7,A_high,sub2,,9,,,
13,7,A_high,sub2,,9,,,
13,7,A_high,sub2,,6,,,
13,7,A_high,sub2,,23,,,
13,7,A_high,sub2,,5,,,
13,7,A_high,sub2,,15,,,
13,7,A_high,sub2,,13,,,
13,7,A_high,sub2,,11,,,
13,7,A_high,sub2,,4,,,
13,9,S_Phigh,sub1,7,4,,,
13,9,S_Phigh,sub1,,2,,,
13,9,S_Phigh,sub1,,2,,,
13,9,S_Phigh,sub1,,2,,,
13,9,S_Phigh,sub1,,25,,,
13,9,S_Phigh,sub1,,4,,,
13,9,S_Phigh,sub1,,13,,,
13,9,S_Phigh,sub2,9,,,1,
13,9,S_Phigh,sub2,,1,,,
13,9,S_Phigh,sub2,,6,,,
13,9,S_Phigh,sub2,,6,,,
13,9,S_Phigh,sub2,,3,,,
13,9,S_Phigh,sub2,,2,,,
13,9,S_Phigh,sub2,,5,,,
13,9,S_Phigh,sub2,,7,,,
13,9,S_Phigh,sub2,,6,,,
13,10,S_Phigh,sub1,5,9,,,
13,10,S_Phigh,sub1,,13,,,
13,10,S_Phigh,sub1,,12,,,
13,10,S_Phigh,sub1,,3,,,
13,10,S_Phigh,sub1,,2,,,
13,10,S_Phigh,sub2,3,48,,,
13,10,S_Phigh,sub2,,6,,,
13,10,S_Phigh,sub2,,14,,,
14,1,S_Phigh,sub1,7,7,,,
14,1,S_Phigh,sub1,,5,,,
14,1,S_Phigh,sub1,,4,,,
14,1,S_Phigh,sub1,,1,,,
14,1,S_Phigh,sub1,,2,,,
14,1,S_Phigh,sub1,,3,,,
14,1,S_Phigh,sub1,,2,,,
14,1,S_Phigh,sub2,5,4,,,
14,1,S_Phigh,sub2,,7,,,
14,1,S_Phigh,sub2,,8,,,
14,1,S_Phigh,sub2,,3,,,
14,1,S_Phigh,sub2,,8,,,
14,2,A_low,sub1,13,0,1,,
14,2,A_low,sub1,,2,,,
14,2,A_low,sub1,,4,,,
14,2,A_low,sub1,,1,,,
14,2,A_low,sub1,,2,,,
14,2,A_low,sub1,,4,,,
14,2,A_low,sub1,,2,,,
14,2,A_low,sub1,,4,,,
14,2,A_low,sub1,,1,,,
14,2,A_low,sub1,,1,,,
14,2,A_low,sub1,,3,,,
14,2,A_low,sub1,,1,,,
14,2,A_low,sub1,,5,,,
14,2,A_low,sub2,19,2,,,
14,2,A_low,sub2,,5,1,,
14,2,A_low,sub2,,4,,,
14,2,A_low,sub2,,5,,,
14,2,A_low,sub2,,7,,,
14,2,A_low,sub2,,3,,,
14,2,A_low,sub2,,3,,,
14,2,A_low,sub2,,0,1,1,
14,2,A_low,sub2,,5,,,
14,2,A_low,sub2,,7,,,
14,2,A_low,sub2,,3,,,
14,2,A_low,sub2,,3,,,
14,2,A_low,sub2,,2,,,
14,2,A_low,sub2,,4,,,
14,3,S_Plow,sub1,3,6,,,
14,3,S_Plow,sub1,,3,,,
14,3,S_Plow,sub1,,22,,,
14,3,S_Plow,sub2,0,,,,
14,3,S_Plow,full,18,3,,,
14,3,S_Plow,full,,4,,,
14,3,S_Plow,full,,6,,,
14,5,A_high,sub1,30,8,1,,
14,5,A_high,sub1,,8,1,,
14,5,A_high,sub1,,3,,,
14,5,A_high,sub1,,15,,,
14,5,A_high,sub1,,4,,,
14,5,A_high,sub1,,1,,,
14,5,A_high,sub1,,3,,,
14,5,A_high,sub1,,10,,,
14,5,A_high,sub1,,12,,,
14,5,A_high,sub1,,3,,,
14,5,A_high,sub1,,4,,,
14,5,A_high,sub1,,3,,,
14,5,A_high,sub1,,7,,,
14,5,A_high,sub1,,4,,,
14,5,A_high,sub1,,3,,,
14,5,A_high,sub2,51,10,,,
14,5,A_high,sub2,,7,1,,
14,5,A_high,sub2,,7,,,
14,5,A_high,sub2,,4,,,
14,5,A_high,sub2,,0,1,,
14,5,A_high,sub2,,3,1,,
14,5,A_high,sub2,,4,,,
14,5,A_high,sub2,,,,1,
14,5,A_high,sub2,,,,1,
14,5,A_high,sub2,,6,,,
14,5,A_high,sub2,,5,,,
14,5,A_high,sub2,,0,1,,
14,5,A_high,sub2,,0,1,,
14,5,A_high,sub2,,9,1,,
14,5,A_high,sub2,,11,,,
14,5,A_high,sub2,,3,,,
14,6,control,sub1,6,3,,,
14,6,control,sub1,,2,,,
14,6,control,sub1,,2,,,
14,6,control,sub1,,2,,,
14,6,control,sub1,,3,,,
14,6,control,sub1,,2,,,
14,6,control,sub2,1,3,,,
14,7,control,sub1,5,3,,,
14,7,control,sub1,,8,1,,
14,7,control,sub1,,3,,,
14,7,control,sub1,,2,,,
14,7,control,sub1,,1,,,
14,7,control,sub2,1,1,1,,
14,9,S_Phigh,sub1,2,12,,,
14,9,S_Phigh,sub1,,4,,,
14,9,S_Phigh,sub2,3,4,,,
14,9,S_Phigh,sub2,,4,,,
14,9,S_Phigh,sub2,,5,,,
14,10,S_Phigh,sub1,8,11,,,
14,10,S_Phigh,sub1,,3,,,
14,10,S_Phigh,sub1,,1,,,
14,10,S_Phigh,sub1,,6,,,
14,10,S_Phigh,sub1,,10,,,
14,10,S_Phigh,sub1,,7,,,
14,10,S_Phigh,sub1,,13,,,
14,10,S_Phigh,sub1,,15,,,
14,10,S_Phigh,sub2,2,4,,,
14,10,S_Phigh,sub2,,3,,,
15,1,control,sub1,1,14,1,,
15,1,control,sub2,4,8,,,
15,1,control,sub2,,3,,,
15,1,control,sub2,,3,,,
15,1,control,sub2,,2,,,
15,3,S_Plow,sub1,32,3,,,
15,3,S_Plow,sub1,,5,,,
15,3,S_Plow,sub1,,2,,,
15,3,S_Plow,sub1,,1,,,
15,3,S_Plow,sub1,,2,,,
15,3,S_Plow,sub1,,2,,,
15,3,S_Plow,sub1,,3,,,
15,3,S_Plow,sub1,,2,,,
15,3,S_Plow,sub1,,2,,,
15,3,S_Plow,sub1,,2,,,
15,3,S_Plow,sub1,,3,,,
15,3,S_Plow,sub1,,3,,,
15,3,S_Plow,sub1,,2,,,
15,3,S_Plow,sub1,,3,,,
15,3,S_Plow,sub2,56,4,,,
15,3,S_Plow,sub2,,2,,,
15,3,S_Plow,sub2,,3,,,
15,3,S_Plow,sub2,,2,,,
15,3,S_Plow,sub2,,3,,,
15,3,S_Plow,sub2,,1,,,
15,3,S_Plow,sub2,,1,,,
15,3,S_Plow,sub2,,2,,,
15,3,S_Plow,sub2,,2,,,
15,3,S_Plow,sub2,,1,,,
15,3,S_Plow,sub2,,2,,,
15,3,S_Plow,sub2,,2,,,
15,3,S_Plow,sub2,,2,,,
15,3,S_Plow,sub2,,5,,,
15,3,S_Plow,sub2,,2,,,
15,4,A_low,sub1,38,2,,,
15,4,A_low,sub1,,2,,,
15,4,A_low,sub1,,2,,,
15,4,A_low,sub1,,3,,,
15,4,A_low,sub1,,3,,,
15,4,A_low,sub1,,1,,,
15,4,A_low,sub1,,2,,,
15,4,A_low,sub1,,1,,,
15,4,A_low,sub1,,5,,,
15,4,A_low,sub1,,1,,,
15,4,A_low,sub1,,2,,,
15,4,A_low,sub1,,1,,,
15,4,A_low,sub1,,2,,,
15,4,A_low,sub1,,1,,,
15,4,A_low,sub1,,2,,,
15,4,A_low,sub1,,1,,,
15,4,A_low,sub1,,2,,,
15,4,A_low,sub1,,8,,,
15,4,A_low,sub2,21,3,,,
15,4,A_low,sub2,,2,,,
15,4,A_low,sub2,,1,,,
15,4,A_low,sub2,,4,,,
15,4,A_low,sub2,,2,,,
15,4,A_low,sub2,,2,,,
15,4,A_low,sub2,,3,,,
15,4,A_low,sub2,,1,,,
15,4,A_low,sub2,,3,,,
15,4,A_low,sub2,,3,,,
15,4,A_low,sub2,,1,,,
15,4,A_low,sub2,,1,,,
15,4,A_low,sub2,,3,,,
15,4,A_low,sub2,,1,,,
15,4,A_low,sub2,,3,,,
15,5,control,sub1,38,5,1,,
15,5,control,sub1,,2,,,
15,5,control,sub1,,2,,,
15,5,control,sub1,,2,,,
15,5,control,sub1,,0,1,,
15,5,control,sub1,,2,,,
15,5,control,sub1,,2,,,
15,5,control,sub1,,2,,,
15,5,control,sub1,,1,,,
15,5,control,sub1,,1,,,
15,5,control,sub1,,3,,,
15,5,control,sub1,,4,,,
15,5,control,sub1,,2,,,
15,5,control,sub1,,4,,,
15,5,control,sub1,,1,,,
15,5,control,sub1,,2,,,
15,5,control,sub1,,2,,,
15,5,control,sub2,5,2,,,
15,5,control,sub2,,6,,,
15,5,control,sub2,,2,,,
15,5,control,sub2,,1,,,
15,5,control,sub2,,1,,,
15,6,A_high,sub1,30,6,1,,
15,6,A_high,sub1,,1,,,
15,6,A_high,sub1,,3,,,
15,6,A_high,sub1,,2,,,
15,6,A_high,sub1,,10,,,
15,6,A_high,sub1,,2,,,
15,6,A_high,sub1,,1,,,
15,6,A_high,sub1,,4,,,
15,6,A_high,sub1,,1,,,
15,6,A_high,sub1,,0,1,,
15,6,A_high,sub1,,2,,,
15,6,A_high,sub1,,2,,,
15,6,A_high,sub1,,0,1,,
15,6,A_high,sub1,,2,,,
15,6,A_high,sub1,,1,,,
15,6,A_high,sub2,12,1,,,
15,6,A_high,sub2,,1,,,
15,6,A_high,sub2,,1,,,
15,6,A_high,sub2,,0,1,,
15,6,A_high,sub2,,2,,,
15,6,A_high,sub2,,1,,,
15,6,A_high,sub2,,2,,,
15,6,A_high,sub2,,1,,,
15,6,A_high,sub2,,2,,,
15,6,A_high,sub2,,1,,,
15,6,A_high,sub2,,1,,,
15,6,A_high,sub2,,1,,,
15,7,S_Phigh,sub1,11,2,,,
15,7,S_Phigh,sub1,,2,,,
15,7,S_Phigh,sub1,,1,,,
15,7,S_Phigh,sub1,,2,,,
15,7,S_Phigh,sub1,,2,,,
15,7,S_Phigh,sub1,,3,,,
15,7,S_Phigh,sub1,,3,,,
15,7,S_Phigh,sub1,,3,,,
15,7,S_Phigh,sub1,,1,,,
15,7,S_Phigh,sub1,,1,,,
15,7,S_Phigh,sub1,,1,,,
15,7,S_Phigh,sub2,6,1,,,
15,7,S_Phigh,sub2,,1,,,
15,7,S_Phigh,sub2,,2,,,
15,7,S_Phigh,sub2,,2,,,
15,7,S_Phigh,sub2,,2,,,
15,7,S_Phigh,sub2,,2,,,
15,9,S_Phigh,sub1,13,3,,,
15,9,S_Phigh,sub1,,3,,,
15,9,S_Phigh,sub1,,3,,,
15,9,S_Phigh,sub1,,5,,,
15,9,S_Phigh,sub1,,4,,,
15,9,S_Phigh,sub1,,2,,,
15,9,S_Phigh,sub1,,2,,,
15,9,S_Phigh,sub1,,6,,,
15,9,S_Phigh,sub1,,6,,,
15,9,S_Phigh,sub1,,3,,,
15,9,S_Phigh,sub1,,7,,,
15,9,S_Phigh,sub1,,4,,,
15,9,S_Phigh,sub1,,4,,,
15,9,S_Phigh,sub2,3,1,,,
15,9,S_Phigh,sub2,,3,,,
15,9,S_Phigh,sub2,,3,,,
15,10,S_Phigh,sub1,12,4,,,
15,10,S_Phigh,sub1,,4,,,
15,10,S_Phigh,sub1,,3,,,
15,10,S_Phigh,sub1,,2,,,
15,10,S_Phigh,sub1,,1,,,
15,10,S_Phigh,sub1,,2,,,
15,10,S_Phigh,sub1,,4,,,
15,10,S_Phigh,sub1,,5,,,
15,10,S_Phigh,sub1,,3,,,
15,10,S_Phigh,sub1,,1,,,
15,10,S_Phigh,sub1,,0,1,,
15,10,S_Phigh,sub1,,3,,,
15,10,S_Phigh,sub2,5,4,,,
15,10,S_Phigh,sub2,,1,,,
15,10,S_Phigh,sub2,,2,,,
15,10,S_Phigh,sub2,,3,,,
15,10,S_Phigh,sub2,,1,,,
16,2,control,sub1,8,10,1,,
16,2,control,sub1,,2,,,
16,2,control,sub1,,2,,,
16,2,control,sub1,,2,,,
16,2,control,sub1,,5,1,,
16,2,control,sub1,,2,,,
16,2,control,sub1,,1,,,
16,2,control,sub1,,2,,,
16,2,control,sub2,6,5,,,
16,2,control,sub2,,0,1,,
16,2,control,sub2,,1,,,
16,2,control,sub2,,1,,,
16,2,control,sub2,,3,,,
16,2,control,sub2,,1,,,
16,3,S_Phigh,sub1,2,3,,,
16,3,S_Phigh,sub1,,4,,,
16,3,S_Phigh,sub2,5,4,,,
16,3,S_Phigh,sub2,,3,,,
16,3,S_Phigh,sub2,,2,,,
16,3,S_Phigh,sub2,,2,,,
16,3,S_Phigh,sub2,,3,,,
16,4,S_Plow,sub1,1,3,,,
16,4,S_Plow,sub2,36,3,,,
16,4,S_Plow,sub2,,2,,,
16,4,S_Plow,sub2,,3,1,,
16,4,S_Plow,sub2,,5,,,
16,4,S_Plow,sub2,,7,,,
16,4,S_Plow,sub2,,4,,,
16,4,S_Plow,sub2,,5,,,
16,4,S_Plow,sub2,,1,,,
16,4,S_Plow,sub2,,3,,,
16,4,S_Plow,sub2,,6,,,
16,4,S_Plow,sub2,,2,,,
16,4,S_Plow,sub2,,1,,,
16,4,S_Plow,sub2,,5,,,
16,4,S_Plow,sub2,,3,,,
16,4,S_Plow,sub2,,1,,,
16,6,A_high,sub1,12,2,,,
16,6,A_high,sub1,,6,1,,
16,6,A_high,sub1,,2,,,
16,6,A_high,sub1,,3,,,
16,6,A_high,sub1,,8,,,
16,6,A_high,sub1,,1,,,
16,6,A_high,sub1,,2,,,
16,6,A_high,sub1,,1,,,
16,6,A_high,sub1,,1,,,
16,6,A_high,sub1,,4,,,
16,6,A_high,sub1,,3,,,
16,6,A_high,sub1,,2,,,
16,6,A_high,sub2,48,2,,,
16,6,A_high,sub2,,2,,,
16,6,A_high,sub2,,1,,,
16,6,A_high,sub2,,1,,,
16,6,A_high,sub2,,1,,,
16,6,A_high,sub2,,3,,,
16,6,A_high,sub2,,2,,,
16,6,A_high,sub2,,3,,,
16,6,A_high,sub2,,0,1,,
16,6,A_high,sub2,,3,,,
16,6,A_high,sub2,,2,,,
16,6,A_high,sub2,,0,1,,
16,6,A_high,sub2,,1,,,
16,6,A_high,sub2,,2,,,
16,6,A_high,sub2,,3,,,
16,7,A_low,sub1,0,,,,
16,7,A_low,sub2,16,6,,,
16,7,A_low,sub2,,4,,,
16,7,A_low,sub2,,3,,,
16,7,A_low,sub2,,7,,,
16,7,A_low,sub2,,0,1,,
16,7,A_low,sub2,,16,,,
16,7,A_low,sub2,,3,,,
16,7,A_low,sub2,,0,1,,
16,7,A_low,sub2,,4,,,
16,7,A_low,sub2,,5,,,
16,7,A_low,sub2,,3,,,
16,7,A_low,sub2,,3,,,
16,7,A_low,sub2,,5,,,
16,7,A_low,sub2,,2,,,
16,7,A_low,sub2,,1,,,
16,8,control,sub1,0,,,,
16,8,control,sub2,0,,,,
16,8,control,full,3,5,,,
16,8,control,full,,2,,,
16,8,control,full,,3,,,
16,9,S_Phigh,sub1,0,,,,
16,9,S_Phigh,sub2,0,,,,
16,9,S_Phigh,full,3,4,,,
16,9,S_Phigh,full,,7,,,
16,9,S_Phigh,full,,2,,,
16,10,S_Phigh,sub1,0,,,,
16,10,S_Phigh,sub2,0,,,,
16,10,S_Phigh,full,5,15,,,
16,10,S_Phigh,full,,14,,,
16,10,S_Phigh,full,,8,,,
16,10,S_Phigh,full,,3,,,
16,10,S_Phigh,full,,9,,,
